Score;Summary;Text
1;organic mommy;I really want to love this product.  First of all, the advertisement is wrong.
5;More for your money!!;I purchased these treats (packaged as cat treats) in a small bag at a high-end pet store.  I give them to my kitties when I call them to come in (thereby ensuring that they always come when I call) and they love them.
1;Have Some Crumbs!;This product tastes okay, but the packaging is ridiculous.  Three hundred 2-cracker cellophane packs were literally thrown into one, big box, with no padding, no partitions, and no expiration dates.
4;Well worth it, if you can control yourself;These are great tasting dried mangoes.  They're tender, don't taste too sweet, and have a nice texture.
5;reason for recall;"According to the FDA, the reason for the recall was:<br />""The firm decided to recall the wheat flour products they repack that do not declare ""wheat"" on the finished product labels."" ([."
5;Great meat replacement;Since the new year, I am on a lifestyle change. Use this to reduce overall fat in your diet.
5;Oh yes.  This is the stuff!;Jack Link's Beef Jerky, Peppered, Mega Pack, two 10-Ounce Packages.  Arrived today and this is what I was after.
5;Sweet and natural tasting;I have tried three brands of coconut water and this is my favorite.  It is sweet, but naturally so.
3;Gross;I found wrapping  my tiny tot's pills in a little ball of wet dog food was simple and seemed more palatable than the greasy, foul smelling greasies oops I mean greenies.  He used to toss them around but hesitated to eat them for ages until I became concerned.
4;I love this Candy!;I found this in chinatown next to the White Rabbit candy and thought I'd<br />give it a try. Wow! I love it and so do my co-workers.
3;Not my favorite flavor;I love Erin's Breakfast Cookies, but this flavor is a little to rich for me.  It gives me that funny feeling in the back of my throat.
5;Dogs Love It;I've been buying this product for over 10 yrs.  It is a special<br />treat and reward for our dogs - I will continue buying this.
4;A Subtle, Not Too Sweet Flavor;If you don't like your gummies too sweet, these might be for you -but beware the raspberry flavor isn't very intense either.  They have a nice soft texture and a decent overall flavor:  I would order them again if there weren't any better options out there.
5;Happy dogs (but rather horrid smell);We have two twenty pound dogs, and they love these.  Other reviews complained about the thickness, but these were much thicker than the ones we've purchased from the local pet store and the grocery.
4;WAKE UP TO VANILLA COFFEE;I have to say that although I'm not a big fan of Starbucks coffee since I find it too strong and sometimes having a burnt taste, I was pleasantly surprised with this vanilla flavored coffee, even though I don't normally care for a vanilla flavor in my coffee. I found both the vanilla scent and the flavor pretty natural and I would recommend it if you like flavored coffees, especially flavored with vanilla.
1;Salt Extreme;When you taste these you only get the taste of salt. Either the package I got came from the batch Amazon had in storage for long period of time or when they packaged these someone overdozed the salt.
3;An acquired taste;This snack is an acquired taste and I just couldnt get my taste buds to enjoy them.  I will not purchase them again.
5;Excellent Quality;I don't normally use honey but I drink a fair amount of tea and wanted something healthier than white sugar or products like Splenda, etc.<br /><br />Just got two one pound jars of Really Raw Honey and I must say it's much nicer than what I'm used to at the local grocery store.
1;This milk tastes sour;My son and I both tasted this milk and it was terribly sour. I don't know if I just got a bad batch or what.
1;Fish tea;I know nettle tea has a pretty distinct taste, but this particular brand was just unbearable. The smell reminded me of fish food pellets, and it had a fishy taste, too.
5;one of the most important minerals for asthmatics;I've been taking this for over a year before going to bed and have not had any problems going to sleep or staying asleep at night since I've started taking it.  According to the experts, it's one of the most important minerals for asthmatics to take because it relaxes the bronchial tube muscles hence either eliminating or reducing bronchial tightness/restriction.
5;Fresh Tapioca;Bob's tapioca is great! Fresh and at a great price. One problem was that Amazon said this was free shipping.
5;All the cats love this;Went to vets today to pick up some stuff and saw these treats.  Figured I'd give them a try.
5;quite tasty!;there are a variety of ginseng coffee packets out in the market, and basically they all taste quite good.  the difference between gold choice and other brands, is gold choice lists instant coffee and ginseng as the first two ingredients and sugar last.
5;FANTASTIC FLAVOR;This is the best meat rub I have ever used!  The maple undertone really adds a taste never experienced before and a small amount on both sides is all that is needed.  It really helps hold in the moisture too.
5;Amazing Honey;Amazing honey!  Smooth texture and nice, light flavor.  A GREAT find!  Try it.
5;Great peppers and hot.;Maybe I just got a good batch, but the heaping pound of peppers I received are extremely hot, hottest I've ever tasted, and make amazing chili powder too.<br /><br />There is also a strong smoky, mesquite, jerky, sweet flavor to go along with them.
4;Good tasting cereal;Tastes good, though somewhat sugary. Good to snack on, occasionally.
5;Great Dates!;I just wolfed down 4 of these delicious dates. I love dates and these are as good as any I've ever had.
5;Excellent orange aroma.;i don't know why one reviewer said the orange flavor was overpowering.  i find it has an excellent taste and nice orange aroma.
5;Soooooooooo good !;I love this seasoning.  I tried it at a local movie theater, and was wowed by it.
5;A Must for Any Cook;When you need just a little it's always there without the worry of opening a can and having to throw it out because you cannot use it all. It takes me 2 to 3 weeks sometimes longer to use a whole tube.
5;Fantastic quality!;The basket was delivered very quickly! The site was user-friendly and the basket was exactly as pictured. It came wrapped in celephane paper, tied with a 2-inch cloth-like bow.
5;Really good jerky!;The jerky was as described. It had a good taste and will be ordering more.
5;Yumm!;I have bought and tried  lots of different chai tea brands: Tazo, Oregan chai, local shops etc. Tried this at a local shop and asked them the name of their chai as it was creamy and not overtly sweet and not too 'chai-ish' ( I know that isn't a word! ) When I looked it up on the Big Train website and was disappointed as I found they did not sell to the general public.
